,Unnamed: 0,label,updated_label,articles,Logical Form,Logical Form 2,result,logical_fallacies,sentence
373,173,1,,"A woman with an orange and gray shirt is fixing something. Therefore, something is being repaired.",(exists c (IsInOrangeAndGrayShirt(c) and IsFixing(a)) & (forall a (  IsFixing(a) ->  IsBeingRepaired(a))) & (forall a ( IsBeingRepaired(a) ->   IsFixing(a)))) -> (forall a (IsBeingRepaired(a))),(exists c (exists a (IsInOrangeAndGrayShirt(c) and IsFixing(a))) & (forall f (  IsFixing(f) ->  IsBeingRepaired(f))) & (forall g ( IsBeingRepaired(g) ->   IsFixing(g)))) -> (exists a (IsBeingRepaired(a))),1,,
374,174,1,,"two women at a table eating. Thus, people eating at a table.","(exists b (IsEatenAt(a,b))) -> (forall c (IsEatenAt(c,d)))","(exists a (exists b (IsEatenAt(a,b)))) -> (exists c (exists d (IsEatenAt(c,d))))",1,,
375,175,1,,"Man wearing purple shirt and black pants, holding a camera, standing in a city park. This implies that the man is outdoors.",(exists b (IsOutdoors(b)) & (forall a ( IsInCityPark(a) ->  IsOutdoors(a)))) -> (forall a (IsInCityPark(a))),(exists b (IsOutdoors(b)) & (forall d ( IsInCityPark(d) ->  IsOutdoors(d)))) -> (exists a (IsInCityPark(a))),1,,
376,176,1,,"Two women are operating a laptop connected to a camera in a parking lot with a third person standing by. Hence, the woman are using a computer.","(IsUsing(a,b)) -> (IsUsing(a,c))","(exists a (exists b (IsUsing(a,b)))) -> (exists c (exists a (IsUsing(a,c))))",1,,
377,177,1,,"An older looking woman is taking notes in a lecture hall at a university, with younger looking students in the background. Therefore, many students sit in a lecture hall.",(forall c (forall b (IsOlderLooking(b) and (IsInLectureHall(a) and IsAtUniversity(c))))) -> (exists d (exists a (IsMany(d) and IsInLectureHall(a)))),(exists c (exists a (exists b (IsOlderLooking(b) and (IsInLectureHall(a) and IsAtUniversity(c)))))) -> (exists d (exists a (IsMany(d) and IsInLectureHall(a)))),1,,
378,178,1,,"A man jumps from one boulder to another and two men try to catch him as he barely makes it. Consequently, men jumping from boulder to boulder.","(forall b (forall a (IsJumpedFrom(a,b))) & (forall c (forall a (forall b (forall d ( IsJumpedFrom(a,b) ->  IsJumpingFrom(c,d)))))) & (forall c (forall b (forall a (forall d ( IsJumpingFrom(c,d) ->  IsJumpedFrom(a,b))))))) -> (exists d (exists c (IsJumpingFrom(c,d))))","(exists a (exists b (IsJumpedFrom(a,b))) & (forall e (forall h (forall f (forall g ( IsJumpedFrom(e,f) ->  IsJumpingFrom(g,h)))))) & (forall k (forall j (forall i (forall l ( IsJumpingFrom(i,j) ->  IsJumpedFrom(k,l))))))) -> (exists c (exists d (IsJumpingFrom(c,d))))",0,,
379,179,1,,"The weather looks clear. Hence, it was a nice day outside.",(IsClear(b)) -> (IsDay(d) and IsOutside(e)),(exists b (IsClear(b))) -> (exists e (exists d (IsDay(d) and IsOutside(e)))),0,,
380,180,1,,"Six people playing sports outside in the daytime. Consequently, people can play.",(exists a (IsPlaySports(a) and IsOutside(b) and IsInDaytime(c))) -> (forall d (IsPlaySports(d))),(exists c (exists a (exists b (IsPlaySports(a) and IsOutside(b) and IsInDaytime(c))))) -> (exists d (IsPlaySports(d))),1,,
381,181,1,,"a black dog splashes in the water. Hence, a dog is in water.",(exists b (IsInWater(a) and IsBlack(b)) & (forall c (forall b (  IsBlack(b) ->   IsADog(c)))) & (forall c (forall b (  IsADog(c) ->   IsBlack(b))))) -> (forall c (IsInWater(a) and IsADog(c))),(exists a (exists b (IsInWater(a) and IsBlack(b))) & (forall e (forall d (  IsBlack(d) ->   IsADog(e)))) & (forall f (forall g (  IsADog(f) ->   IsBlack(g))))) -> (exists c (exists a (IsInWater(a) and IsADog(c)))),1,,
382,182,1,,"The bike rider runs with his red bike while another gains on him, both wearing green outfits and black helmets. As a consequence, one rider closes the gap between himself and a biker in front of them.","(forall a (IsRuns(a) and (IsOnBike(a) and IsRed(a))) & (forall a (forall b (forall d (  IsOnBike(a) ->  IsClosesGap(b,d))))) & (forall c (forall a (forall d (  IsOnBike(a) ->   IsInFrontOf(c,d))))) & (forall c (forall a (forall d (  IsInFrontOf(c,d) ->   IsOnBike(a)))))) -> (exists d (forall c (exists b (IsClosesGap(b,d) and IsInFrontOf(c,d)))))","(exists a (IsRuns(a) and (IsOnBike(a) and IsRed(a))) & (forall e (forall f (forall g (  IsOnBike(e) ->  IsClosesGap(f,g))))) & (forall j (forall h (forall i (  IsOnBike(h) ->   IsInFrontOf(i,j))))) & (forall k (forall m (forall l (  IsInFrontOf(k,l) ->   IsOnBike(m)))))) -> (exists c (exists d (exists b (IsClosesGap(b,d) and IsInFrontOf(c,d)))))",1,,
383,183,1,,"A little girl and boy are playing in the water. Thus, there are kids in the water.","(forall a (IsInWater(a)) & (forall c (forall a (forall d ( IsInWater(a) ->  IsPlayingInWater(c,d))))) & (forall c (forall a (forall d ( IsPlayingInWater(c,d) ->  IsInWater(a)))))) -> (exists d (exists c (IsPlayingInWater(c,d))))","(exists a (IsInWater(a)) & (forall h (forall f (forall g ( IsInWater(f) ->  IsPlayingInWater(g,h))))) & (forall k (forall j (forall i ( IsPlayingInWater(i,j) ->  IsInWater(k)))))) -> (exists c (exists d (IsPlayingInWater(c,d))))",1,,
384,184,1,,"a teacher teaching a class. Thus, an instructor teaches the students.","(forall b (forall a (IsTeaches(a,b)))) -> (exists d (exists c (IsInstructor(c) and IsTeaches(c,d))))","(exists a (exists b (IsTeaches(a,b)))) -> (exists c (exists d (IsInstructor(c) and IsTeaches(c,d))))",1,,
385,185,1,,"A female chef is presenting a pineapple and watermelon that is graced with a design on each fruit. Thus, food is being displayed by a chef.",(forall a (IsFemale(a) and IsPresenting(a) and IsPineapple(b) and IsWatermelon(c)) & (forall a (forall d ( IsFemale(a) ->  IsDisplayed(d)))) & (forall e (forall a ( IsFemale(a) ->   IsChef(e)))) & (forall e (forall a (  IsChef(e) ->  IsFemale(a)))) & (forall a (forall d (  IsPresenting(a) ->  IsDisplayed(d)))) & (forall e (forall a (  IsPresenting(a) ->   IsChef(e)))) & (forall d (forall b (  IsPineapple(b) ->  IsDisplayed(d)))) & (forall c (forall d (  IsWatermelon(c) ->  IsDisplayed(d))))) -> (exists e (IsDisplayed(d) and IsChef(e))),(exists c (exists a (exists b (IsFemale(a) and IsPresenting(a) and IsPineapple(b) and IsWatermelon(c)))) & (forall f (forall g ( IsFemale(f) ->  IsDisplayed(g)))) & (forall h (forall i ( IsFemale(h) ->   IsChef(i)))) & (forall k (forall j (  IsChef(j) ->  IsFemale(k)))) & (forall m (forall l (  IsPresenting(l) ->  IsDisplayed(m)))) & (forall o (forall n (  IsPresenting(n) ->   IsChef(o)))) & (forall q (forall p (  IsPineapple(p) ->  IsDisplayed(q)))) & (forall s (forall r (  IsWatermelon(r) ->  IsDisplayed(s))))) -> (exists e (exists d (IsDisplayed(d) and IsChef(e)))),1,,
386,186,1,,"A pack of Huskies run across the snowy ground. Therefore, tHe dogs are outside.",() -> (),() -> (),1,,
387,187,1,,A man hugs his infant in a hospital room. It follows that this baby has just been born.,"(exists b (IsHugged(a,b) and IsInHospitalRoom(c)) & (forall a (forall b (forall d ( IsHugged(a,b) ->  IsBorn(d))))) & (forall d (forall b (forall a ( IsBorn(d) ->  IsHugged(a,b)))))) -> (forall d (IsBorn(d)))","(exists c (exists a (exists b (IsHugged(a,b) and IsInHospitalRoom(c)))) & (forall h (forall f (forall g ( IsHugged(f,g) ->  IsBorn(h))))) & (forall k (forall j (forall i ( IsBorn(i) ->  IsHugged(j,k)))))) -> (exists d (IsBorn(d)))",0,,
388,188,1,,"The nurse is all dressed in white walking on a street. Consequently, a nurse is walking outside.",(IsWalkingOutside(a)) -> (IsAllDressedInWhite(a)),(exists a (IsWalkingOutside(a))) -> (exists a (IsAllDressedInWhite(a))),1,,
389,189,1,,"A man and woman are preparing a mixture in front of a row of bikes. Therefore, a man and woman are in front of some bikes.","(exists a (exists c (IsInFrontOf(a,b) and IsMan(c))) & (forall a (forall b ( IsInFrontOf(a,b) ->   IsWoman(a)))) & (forall e (forall a ( IsPreparing(a,e) ->   IsWoman(a))))) -> (forall e (forall d (IsPreparing(a,e) and IsInFrontOf(b,e) and IsMan(d) and IsWoman(a))))","(exists c (exists a (exists b (IsInFrontOf(a,b) and IsMan(c)))) & (forall f (forall g ( IsInFrontOf(f,g) ->   IsWoman(f)))) & (forall h (forall i ( IsPreparing(h,i) ->   IsWoman(h))))) -> (exists e (exists a (exists b (exists d (IsPreparing(a,e) and IsInFrontOf(b,e) and IsMan(d) and IsWoman(a))))))",1,,
390,190,1,,A bird sits in a leafless tree. It follows that a bird on a tree.,() -> (),() -> (),0,,
391,191,1,,"A boy in a blue shirt is standing at the foot of a hill with a snowball in his hand. Hence, there is a boy holding a snowball.",(forall a (IsInBlueShirt(a) and IsHoldingSnowball(a))) -> (exists d (IsHoldingSnowball(d))),(exists a (IsInBlueShirt(a) and IsHoldingSnowball(a))) -> (exists d (IsHoldingSnowball(d))),1,,
392,192,1,,A dog is jumping up at a man wearing a search and rescue jacket. It follows that a man is near a dog.,"(forall b (IsJumpingUp(b) and IsWearingSearchAndRescueJacket(c))) -> (exists d (IsNear(a,d)))","(exists c (exists b (IsJumpingUp(b) and IsWearingSearchAndRescueJacket(c)))) -> (exists a (exists d (IsNear(a,d))))",1,,
393,193,1,,"Two women in shorts and protective equipment bumping into each other. Hence, two women are near each other.","(IsNear(a,a) & (forall a ( IsInShorts(a) ->  IsNear(a,a))) & (forall a ( IsNear(a,a) ->   IsProtectivelyEquipped(a)))) -> (IsInShorts(a) and IsProtectivelyEquipped(a))","(exists a (IsNear(a,a)) & (forall d ( IsInShorts(d) ->  IsNear(d,d))) & (forall e ( IsNear(e,e) ->   IsProtectivelyEquipped(e)))) -> (exists a (IsInShorts(a) and IsProtectivelyEquipped(a)))",1,,
394,194,1,,"Eight Asian men and women select green vegetables from an outdoor market. Thus, eight people choose green vegetables.","(exists b (IsChoose(b,a))) -> (forall c (IsChoose(c,a)))","(exists a (exists b (IsChoose(b,a)))) -> (exists c (exists a (IsChoose(c,a))))",1,,
395,195,1,,woman looking through telescope. This implies that woman using a telescope.,(IsLookingThrough(a) and IsTelescope(b)) -> (IsUsed(a) and IsTelescope(b)),(exists a (exists b (IsLookingThrough(a) and IsTelescope(b)))) -> (exists a (exists b (IsUsed(a) and IsTelescope(b)))),1,,
396,196,1,,Two men celebrate at the bar surrounded by alcohol at a party. This implies that there are people at a social gathering.,(IsAt(b) and IsCelebrate(a) & (forall a (forall d ( IsCelebrate(a) ->  IsAt(d))))) -> (IsAt(c)),(exists a (exists b (IsAt(b) and IsCelebrate(a))) & (forall e (forall f ( IsCelebrate(e) ->  IsAt(f))))) -> (exists c (IsAt(c))),1,,
397,197,1,,A woman in a green dress takes a photo next to a large man in a dark suit. It follows that a woman wearing a green dress.,(exists b (forall a (IsWorn(a) and IsGreen(b))) & (forall c (forall a ( IsWorn(a) ->  IsTaken(c)))) & (forall c (forall a ( IsTaken(c) ->  IsWorn(a))))) -> (forall c (exists c (IsTaken(c) and (IsLarge(d) and IsDark(e))))),(exists a (exists b (IsWorn(a) and IsGreen(b))) & (forall f (forall g ( IsWorn(f) ->  IsTaken(g)))) & (forall h (forall i ( IsTaken(h) ->  IsWorn(i))))) -> (exists e (exists c (exists d (IsTaken(c) and (IsLarge(d) and IsDark(e)))))),0,,
398,198,1,,A surfer in a black wetsuit rides a wave. It follows that there is a person outdoors.,"(exists b (exists a (IsRides(a,b))) & (forall a (forall b (forall d ( IsRides(a,b) ->  IsOutdoors(d)))))) -> (forall d (IsOutdoors(d)))","(exists a (exists b (IsRides(a,b))) & (forall e (forall f (forall g ( IsRides(e,f) ->  IsOutdoors(g)))))) -> (exists d (IsOutdoors(d)))",1,,
399,199,1,,"A crowd of older men stand on the edge of a crowded public street. Therefore, there is a crowd of older men outside.",(IsOlder(a) and IsInCrowd(a)) -> (IsOnPublicStreet(a) and IsStandingOnEdge(a)),(exists a (IsOlder(a) and IsInCrowd(a))) -> (exists a (IsOnPublicStreet(a) and IsStandingOnEdge(a))),1,,
